ticker,name,close,change,change_abs,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,volume,market_cap_basic,sector,industry
NYSE:ATH/PA,ATH/PA,25.0086,0.23%,0.0586,-0.36%,-1.07%,1.25%,4.99%,2.58%,-0.05%,-8.39%,-0.88%,"7,554",,Finance,Life/Health Insurance
OTC:AILLP,AILLP,67.0000,0.53%,0.3500,,3.08%,-2.19%,5.85%,3.40%,-6.94%,-33.00%,-8.22%,550,,Utilities,Electric Utilities
OTC:PSBYP,PSBYP,10.3500,3.40%,0.3400,-0.10%,-5.91%,-7.59%,-13.75%,-21.17%,-23.05%,-61.36%,-58.18%,"1,925",,Finance,Real Estate Investment Trusts
OTC:RMXI,RMXI,2.4000,3.67%,0.0850,-6.99%,-55.56%,21.21%,6.67%,-36.00%,-36.00%,-36.00%,-36.00%,"7,620",,Technology Services,Packaged Software
OTC:CCDSF,CCDSF,0.5600,3.13%,0.0170,3.78%,-9.68%,-0.90%,-0.90%,-0.90%,-0.90%,-0.90%,-0.90%,"20,000",,Finance,Financial Conglomerates
OTC:SNRS,SNRS,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-90.00%,-100.00%,"200,000",,,
OTC:XCPT,XCPT,0.2200,0.00%,0.0000,46.67%,112.36%,100.00%,175.00%,273.51%,351.75%,3042.86%,-100.00%,"20,100",,,
NASDAQ:RUBI,RUBI,1.7400,-1.14%,-0.0200,-11.68%,-19.07%,-74.52%,-74.52%,-71.10%,-74.52%,-74.52%,-90.06%,"10,842",,Transportation,Marine Shipping
OTC:BLIS,BLIS,0.0120,20.00%,0.0020,20.00%,20.00%,-33.33%,14.29%,-27.27%,-19.73%,-79.66%,-99.76%,"82,753",,Commercial Services,Miscellaneous Commercial Services
OTC:ORLCF,ORLCF,0.0430,-9.09%,-0.0043,-20.07%,72.00%,177.42%,117.63%,141.57%,-6.93%,-47.69%,-47.69%,"69,636",,Finance,Financial Conglomerates
OTC:GCCO,GCCO,1700.0000,0.00%,0.0000,0.00%,0.00%,3.03%,2.91%,5.13%,-0.01%,54.55%,134.48%,10,,Finance,Real Estate Development
NYSE:BEPJ,BEPJ,25.2500,1.00%,0.2500,-0.59%,-1.29%,1.36%,9.93%,-0.28%,-0.98%,1.00%,1.00%,"5,584",,Finance,Real Estate Development
OTC:SGRCF,SGRCF,0.0001,9900.00%,0.0001,,9900.00%,9900.00%,9900.00%,9900.00%,9900.00%,-98.75%,-100.00%,"2,500",,Non-Energy Minerals,Precious Metals
OTC:RBLOS,RBLOS,1.9000,11.76%,0.2000,15.15%,15.15%,15.15%,15.15%,0.00%,15.15%,-5.00%,-5.00%,150,,Retail Trade,Specialty Stores
OTC:NMKBP,NMKBP,62.4900,-0.65%,-0.4100,,3.72%,4.15%,2.02%,6.91%,-5.33%,-39.33%,27.53%,320,,Utilities,Alternative Power Generation
OTC:GBRIF,GBRIF,0.0001,0.00%,0.0000,0.00%,9900.00%,9900.00%,9900.00%,900.00%,0.00%,-85.71%,-99.97%,"115,000",,Non-Energy Minerals,Precious Metals
OTC:NXNT,NXNT,0.3125,11.61%,0.0325,-58.33%,15.66%,-21.88%,15.74%,-69.06%,25.00%,25.00%,25.00%,"14,330",,Technology Services,Packaged Software
OTC:SRLY,SRLY,17.5000,0.00%,0.0000,0.00%,0.00%,5.80%,0.75%,0.75%,2.94%,-1.35%,337.50%,200,,Finance,Real Estate Development
OTC:MWXNS,MWXNS,11.0000,6.38%,0.6600,6.38%,6.38%,6.38%,6.38%,6.38%,6.38%,6.38%,6.38%,"1,353",,Finance,Financial Conglomerates
OTC:TBPMQ,TBPMQ,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"101,871",,Health Technology,Pharmaceuticals: Other
OTC:EXPH,EXPH,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,"2,199,998",,Consumer Services,Casinos/Gaming
OTC:CNPWP,CNPWP,34.4900,-4.06%,-1.4600,-4.06%,3.23%,3.76%,2.99%,3.85%,-2.87%,-31.70%,33.94%,218,,Utilities,Electric Utilities
OTC:NUEPF,NUEPF,0.1282,1.60%,0.0020,20.96%,24.43%,0.76%,0.80%,-87.18%,-55.06%,-63.91%,-63.91%,"4,487",,Utilities,Alternative Power Generation
NASDAQ:BPYPM,BPYPM,15.5200,0.13%,0.0200,0.26%,-5.60%,0.91%,6.74%,0.26%,-14.96%,-37.17%,-37.17%,"3,328",,Finance,Real Estate Development
OTC:ANKM,ANKM,3.9200,96.00%,1.9200,-2.00%,-2.00%,-67.33%,-21.76%,12.00%,-21.76%,288.12%,288.12%,200,,Technology Services,Packaged Software
OTC:SOCGM,SOCGM,24.9900,-0.64%,-0.1600,-16.70%,-0.44%,-2.00%,-1.45%,-4.28%,-5.70%,-27.67%,38.83%,104,,Utilities,Gas Distributors
NASDAQ:VIASP,VIASP,25.4800,-0.53%,-0.1349,-0.27%,-0.74%,0.91%,9.31%,10.40%,23.09%,14.00%,3.79%,607,,Utilities,Electric Utilities
NYSE:PRIF/PK,PRIF/PK,21.7000,1.17%,0.2499,0.46%,-2.14%,-11.43%,2.79%,-2.69%,-5.53%,-11.64%,-11.64%,873,,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:SAY,SAY,25.3900,-0.27%,-0.0700,0.12%,0.44%,-0.30%,-0.39%,0.51%,0.12%,1.97%,1.97%,188,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:TBPMQ,TBPMQ,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"101,871",,Health Technology,Pharmaceuticals: Other
NASDAQ:BPYPN,BPYPN,13.7559,-0.17%,-0.0241,-0.82%,-2.16%,5.81%,9.17%,6.97%,-7.15%,-30.60%,-45.39%,"1,215",,Finance,Real Estate Investment Trusts
NYSE:GDV/PH,GDV/PH,23.0900,-0.73%,-0.1700,1.09%,0.17%,0.61%,0.01%,-4.07%,-6.74%,-14.32%,-7.64%,438,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:BCWG,BCWG,1.0100,0.00%,0.0000,,4709.52%,0.00%,44.29%,380.95%,44.29%,-32.67%,405.00%,500,,Miscellaneous,Miscellaneous
OTC:MWOXS,MWOXS,5.0000,,,,,,,0.00%,,,0.00%,208,,Finance,Financial Conglomerates
NYSE:ECCX,ECCX,24.8800,0.12%,0.0300,0.53%,0.59%,0.73%,1.34%,1.59%,0.50%,1.43%,-0.48%,"1,191",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:LTHUQ,LTHUQ,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-99.97%,-100.00%,"320,028",,Producer Manufacturing,Electrical Products
AMEX:ECF/PA,ECF/PA,21.9937,-0.23%,-0.0514,1.73%,-1.02%,3.24%,2.58%,-1.65%,-8.97%,-16.25%,-11.42%,818,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:TTTSF,TTTSF,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,-99.00%,0.00%,-100.00%,-100.00%,"40,000",,Commercial Services,Miscellaneous Commercial Services
OTC:HMLPF,HMLPF,20.5000,2.50%,0.5000,2.55%,9.33%,23.87%,21.30%,28.12%,27.65%,-15.29%,-17.07%,400,,Transportation,Marine Shipping
OTC:FSDK,FSDK,64.1000,0.00%,0.0000,0.79%,1.75%,393.08%,0.79%,0.79%,-1.99%,-8.49%,15.50%,100,,Finance,Major Banks
OTC:UWKI,UWKI,0.0000,0.00%,0.0000,0.00%,-90.00%,0.00%,0.00%,0.00%,0.00%,-99.00%,-100.00%,"116,932",,Technology Services,Packaged Software
OTC:CNLPL,CNLPL,53.0000,1.81%,0.9400,-0.93%,2.10%,0.00%,2.28%,1.24%,-3.62%,-10.77%,-11.67%,340,,Utilities,Electric Utilities
AMEX:GLU/PB,GLU/PB,50.2700,-0.06%,-0.0300,0.02%,-0.21%,-0.10%,0.04%,0.04%,0.10%,-3.33%,-1.43%,"1,261",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:SCBKF,SCBKF,0.4000,0.00%,0.0000,-20.00%,-20.00%,-20.00%,-20.00%,0.00%,-20.00%,-68.00%,-68.00%,"1,100",,Finance,Investment Managers
NASDAQ:MBNKO,MBNKO,25.0976,0.35%,0.0886,0.35%,-0.41%,-0.41%,1.40%,1.40%,1.40%,1.40%,1.40%,"1,908",,Finance,Regional Banks
OTC:CRCE,CRCE,1.6200,8.00%,0.1200,-1.82%,16.55%,8.00%,29.60%,-59.40%,29.60%,62.00%,62.00%,180,,Industrial Services,Oilfield Services/Equipment
OTC:ZMMH,ZMMH,0.0150,0.00%,0.0000,150.00%,1499900.00%,1499900.00%,1499900.00%,2900.00%,1263.64%,36.36%,-94.00%,"1,100",,Commercial Services,Miscellaneous Commercial Services
NYSE:DDT,DDT,25.9350,0.10%,0.0250,0.56%,-1.01%,0.48%,0.91%,0.52%,0.60%,9.11%,5.32%,953,,Finance,Finance/Rental/Leasing
OTC:LTSL,LTSL,22.1300,0.00%,0.0000,0.00%,0.55%,5.13%,9.28%,10.59%,11.32%,39.60%,-11.48%,"2,576",,Finance,Investment Banks/Brokers
NYSE:CCIA,CCIA,25.0400,0.06%,0.0150,-0.44%,-1.69%,-2.87%,-1.29%,-2.95%,-3.26%,2.20%,2.20%,"8,483",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:PKLBF,PKLBF,0.0000,-99.00%,-0.0001,,-99.00%,-99.00%,-99.00%,-99.98%,-99.99%,-100.00%,-100.00%,"300,000",,Technology Services,Packaged Software
OTC:VGID,VGID,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.00%,-100.00%,"500,000",,Consumer Services,Restaurants
OTC:NXNT,NXNT,0.3125,11.61%,0.0325,-58.33%,15.66%,-21.88%,15.74%,-69.06%,25.00%,25.00%,25.00%,"14,330",,Technology Services,Packaged Software
OTC:MSSEL,MSSEL,67.0000,1.52%,1.0000,6.35%,13.77%,13.66%,3.08%,13.77%,19.64%,-39.09%,-20.24%,150,,Utilities,Electric Utilities
NASDAQ:BPYPO,BPYPO,15.0000,-0.33%,-0.0500,0.54%,-1.64%,3.88%,3.02%,8.54%,-9.09%,-29.41%,-40.07%,233,,Finance,Real Estate Investment Trusts
OTC:KOMOF,KOMOF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,-99.99%,-99.99%,-100.00%,-100.00%,-100.00%,"16,950",,Consumer Non-Durables,Food: Specialty/Candy
OTC:ORLCF,ORLCF,0.0430,-9.09%,-0.0043,-20.07%,72.00%,177.42%,117.63%,141.57%,-6.93%,-47.69%,-47.69%,"69,636",,Finance,Financial Conglomerates
AMEX:GLU/PA,GLU/PA,47.1200,-3.05%,-1.4800,,-1.22%,10.87%,4.90%,2.43%,-8.40%,-1.20%,-6.69%,"3,255",,Miscellaneous,Investment Trusts/Mutual Funds
AMEX:PHXE/P,PHXE/P,20.5999,0.01%,0.0019,0.49%,5.64%,5.64%,5.64%,5.64%,5.64%,5.64%,5.64%,"1,096",,Industrial Services,Contract Drilling
NYSE:ELC,ELC,21.7377,0.40%,0.0875,1.82%,0.31%,5.88%,6.30%,-0.01%,-4.91%,-16.90%,-12.31%,"4,414",,Utilities,Electric Utilities
OTC:MGNC,MGNC,0.2500,8.70%,0.0200,8.70%,-30.56%,-86.70%,-86.70%,-86.70%,-86.70%,-86.70%,-86.70%,"2,893",,Commercial Services,Miscellaneous Commercial Services
OTC:ALEAF,ALEAF,0.0001,9900.00%,0.0001,9900.00%,-80.00%,9900.00%,9900.00%,9900.00%,9900.00%,-99.98%,-99.98%,"6,660",,Process Industries,Agricultural Commodities/Milling
OTC:VGFCQ,VGFCQ,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"1,150",,Consumer Non-Durables,Food: Major Diversified
NYSE:BEPJ,BEPJ,25.2500,1.00%,0.2500,-0.59%,-1.29%,1.36%,9.93%,-0.28%,-0.98%,1.00%,1.00%,"5,584",,Finance,Real Estate Development
NASDAQ:PASW,PASW,0.7499,5.06%,0.0361,2.72%,-34.22%,-34.22%,-34.22%,-34.22%,-34.22%,-34.22%,-34.22%,"44,591",,Distribution Services,Wholesale Distributors
OTC:MWKGS,MWKGS,9.0000,-3.85%,-0.3600,-18.18%,-18.18%,-10.00%,-10.00%,-10.00%,-10.00%,-10.00%,-10.00%,116,,Retail Trade,Specialty Stores
OTC:CHALF,CHALF,0.0000,0.00%,0.0000,0.00%,-99.00%,-99.00%,0.00%,0.00%,-90.00%,-100.00%,-100.00%,130,,Distribution Services,Wholesale Distributors
NASDAQ:CJMB,CJMB,4.1750,-0.12%,-0.0050,10.60%,-14.09%,-18.94%,-19.40%,4.37%,4.37%,4.37%,4.37%,"2,606",,Transportation,Air Freight/Couriers
OTC:TNMD,TNMD,0.0116,0.00%,0.0000,-47.27%,-21.62%,5700.00%,114.81%,1060.00%,582.35%,6.42%,386566.67%,500,,Technology Services,Internet Software/Services
OTC:SLMNP,SLMNP,860.0000,0.00%,0.0000,-2.82%,-3.37%,-3.15%,2.07%,-4.44%,-4.44%,-16.59%,-16.91%,10,,Process Industries,Chemicals: Specialty
OTC:CCDSF,CCDSF,0.5600,3.13%,0.0170,3.78%,-9.68%,-0.90%,-0.90%,-0.90%,-0.90%,-0.90%,-0.90%,"20,000",,Finance,Financial Conglomerates
AMEX:TCGL,TCGL,4.5000,-5.06%,-0.2400,10.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"439,714",,Technology Services,Packaged Software
OTC:RMXI,RMXI,2.4000,3.67%,0.0850,-6.99%,-55.56%,21.21%,6.67%,-36.00%,-36.00%,-36.00%,-36.00%,"7,620",,Technology Services,Packaged Software
NYSE:ATCO/PH,ATCO/PH,25.8900,0.84%,0.2150,1.13%,-1.33%,-4.61%,3.58%,4.73%,2.09%,7.20%,4.40%,"1,484",,Finance,Investment Managers
OTC:WYTC,WYTC,1.9260,10.06%,0.1760,0.31%,42.67%,21.74%,31.02%,175.62%,-22.96%,83.43%,83.43%,"2,685",,Electronic Technology,Telecommunications Equipment
AMEX:OPP/PC,OPP/PC,10.2500,0.89%,0.0900,0.10%,1.08%,0.89%,1.28%,1.56%,-26.79%,-26.79%,-26.79%,"2,115",,Miscellaneous,Investment Trusts/Mutual Funds
AMEX:MTEST,MTEST,25.0584,-0.02%,-0.0053,-0.01%,-0.01%,-0.13%,-0.05%,-0.07%,0.03%,0.23%,0.31%,"81,900",,,
OTC:ZHUD,ZHUD,0.0016,0.00%,0.0000,6.67%,-20.00%,-60.00%,-87.10%,-90.59%,-94.24%,-87.10%,-99.99%,"20,000",,Non-Energy Minerals,Precious Metals
NYSE:BIPH,BIPH,17.2500,0.82%,0.1400,-0.52%,-0.86%,2.99%,5.12%,2.86%,-12.92%,-31.68%,-31.68%,369,,Finance,Financial Conglomerates
OTC:FTFI,FTFI,32.9000,2.97%,0.9500,5.22%,-1.79%,16.67%,29.02%,40.00%,68.29%,84.31%,84.31%,300,,Finance,Regional Banks
NYSE:ECCW,ECCW,23.7900,-0.25%,-0.0600,0.38%,-0.13%,0.98%,3.80%,1.23%,-3.06%,-3.92%,-3.92%,"1,775",,Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:OXLCN,OXLCN,24.3000,0.14%,0.0350,-0.16%,0.00%,0.00%,1.72%,0.25%,0.54%,-1.38%,-1.38%,466,,Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:TMUSZ,TMUSZ,23.6500,-0.46%,-0.1088,-0.04%,1.28%,12.62%,12.62%,12.62%,12.62%,12.62%,12.62%,"3,211",,Communications,Wireless Telecommunications
NYSE:EICB,EICB,25.1105,0.00%,0.0005,0.32%,0.32%,0.44%,1.25%,0.32%,0.44%,0.44%,0.44%,"1,230",,Miscellaneous,Investment Trusts/Mutual Funds
NYSE:SAJ,SAJ,25.3400,-0.04%,-0.0100,-0.12%,0.15%,-2.75%,-0.24%,0.09%,0.16%,2.97%,2.97%,520,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:PSBZP,PSBZP,10.2500,0.00%,0.0000,0.20%,-6.82%,-7.66%,-11.26%,-21.99%,-23.79%,-62.16%,-58.85%,"4,200",,Finance,Real Estate Investment Trusts
OTC:GBEN,GBEN,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"1,000",,Consumer Non-Durables,Beverages: Alcoholic
NYSE:OPP/PB,OPP/PB,18.7300,0.32%,0.0600,-0.16%,-1.16%,1.52%,-1.78%,-4.24%,-7.37%,-25.08%,-25.08%,"3,298",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:MWRES,MWRES,8.1000,13.92%,0.9900,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,13.92%,750,,Retail Trade,Specialty Stores
NYSE:BNH,BNH,16.3200,0.43%,0.0700,0.68%,-1.15%,1.43%,2.32%,-1.39%,-11.11%,-35.16%,-35.75%,"4,672",,Finance,Finance/Rental/Leasing
NASDAQ:TPGXL,TPGXL,25.8800,0.39%,0.1000,-0.04%,-1.15%,0.58%,6.85%,1.01%,-1.22%,2.09%,2.09%,"2,640",,Finance,Investment Managers
OTC:EBFI,EBFI,4.0956,1.87%,0.0752,2.39%,20.46%,1.13%,16.68%,38.83%,63.82%,1947.80%,1947.80%,200,,Distribution Services,Wholesale Distributors
OTC:MSWIS,MSWIS,12.9000,7.50%,0.9000,7.50%,7.50%,7.50%,7.50%,7.50%,7.50%,7.50%,7.50%,150,,Retail Trade,Specialty Stores
OTC:GBCHF,GBCHF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.96%,-99.99%,"1,900",,Technology Services,Packaged Software
OTC:MTRWS,MTRWS,9.9000,-9.92%,-1.0900,-9.92%,1.54%,-16.67%,-20.80%,-26.12%,-26.12%,-26.12%,-26.12%,450,,Retail Trade,Specialty Stores
OTC:SBLCF,SBLCF,0.0178,22.76%,0.0033,,-0.56%,-55.89%,-66.20%,-90.39%,-64.40%,-64.40%,-64.40%,"107,500",,Finance,Financial Conglomerates
OTC:MWAOS,MWAOS,6.7500,,,,,,,0.00%,,,0.00%,107,,,
NYSE:OAK/PA,OAK/PA,22.1058,-0.18%,-0.0394,2.53%,0.34%,2.91%,7.83%,2.82%,-7.39%,-17.79%,-10.58%,"1,103",,Finance,Investment Managers
NYSE:SAZ,SAZ,25.4100,0.00%,0.0000,0.28%,0.43%,-0.75%,0.40%,-0.45%,-1.32%,2.05%,2.05%,553,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:STTTF,STTTF,0.0001,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-99.99%,-99.97%,"2,500",,Finance,Finance/Rental/Leasing
OTC:HLUCF,HLUCF,0.3500,5.61%,0.0186,1.60%,13.38%,42.74%,100.46%,100.46%,100.46%,100.46%,100.46%,"213,635",,Non-Energy Minerals,Other Metals/Minerals
OTC:MSWCS,MSWCS,21.3000,-0.37%,-0.0800,-0.37%,-0.37%,-0.37%,-0.37%,-0.37%,-0.37%,-0.37%,-0.37%,250,,Finance,Financial Conglomerates
OTC:CNTHP,CNTHP,53.9000,2.76%,1.4500,1.68%,3.26%,4.05%,4.84%,2.96%,-23.00%,-10.91%,37.76%,153,,Utilities,Electric Utilities
NYSE:MHLA,MHLA,15.1000,0.17%,0.0250,1.09%,0.67%,3.21%,10.02%,-2.58%,-7.93%,-24.20%,-39.41%,406,,Finance,Property/Casualty Insurance
OTC:OGGFF,OGGFF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"30,901",,Retail Trade,Food Retail
OTC:HTPRF,HTPRF,0.0005,25.00%,0.0001,25.00%,0.00%,0.00%,-85.29%,-66.67%,-66.67%,-99.02%,-99.65%,"10,000",,Health Technology,Pharmaceuticals: Other
OTC:NMMCF,NMMCF,0.0000,900.00%,0.0000,900.00%,900.00%,900.00%,900.00%,900.00%,0.00%,-100.00%,-100.00%,"8,000",,Health Services,Hospital/Nursing Management
NYSE:BIPI,BIPI,17.9400,1.81%,0.3192,2.57%,0.79%,4.30%,7.88%,5.78%,-10.21%,-27.95%,-27.95%,"6,147",,Commercial Services,Miscellaneous Commercial Services
OTC:VVWT,VVWT,0.0185,43.41%,0.0056,34.06%,460.61%,242.59%,988.24%,1133.33%,2542.86%,4525.00%,230.36%,"631,238",,Distribution Services,Wholesale Distributors
OTC:CAAOF,CAAOF,0.0000,0.00%,0.0000,,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"6,700",,Finance,Real Estate Development
NASDAQ:TMUSI,TMUSI,23.4400,-0.59%,-0.1400,-0.85%,-0.47%,5.25%,5.25%,5.25%,5.25%,5.25%,5.25%,"4,271",,Communications,Wireless Telecommunications
NYSE:EIIA,EIIA,25.0400,0.12%,0.0299,0.16%,-0.20%,-0.04%,1.79%,-0.56%,-0.91%,1.54%,1.54%,"8,505",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:AFSIA,AFSIA,14.0000,0.00%,0.0000,-0.07%,-0.07%,4.95%,8.61%,5.66%,4.87%,-12.50%,-42.81%,250,,Finance,Multi-Line Insurance
OTC:TZROP,TZROP,2.6800,-7.59%,-0.2200,3.08%,-17.54%,-43.58%,-1.83%,-22.32%,-10.96%,-60.59%,112.70%,"4,062",,Technology Services,Packaged Software
OTC:LUCN,LUCN,7.5000,1.35%,0.1000,25.00%,38.89%,48.51%,58.56%,73.21%,100.00%,265.85%,265.85%,970,,Technology Services,Packaged Software
OTC:CRFTF,CRFTF,0.0000,-90.00%,-0.0001,-90.00%,-90.00%,-90.00%,-90.00%,-90.00%,-99.90%,-100.00%,-100.00%,661,,Distribution Services,Wholesale Distributors
NYSE:SPE/PC,SPE/PC,24.7500,-0.19%,-0.0480,-0.45%,0.41%,0.37%,2.06%,2.51%,5.54%,-2.94%,-2.94%,528,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:CHOOF,CHOOF,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-100.00%,-100.00%,"24,000",,Retail Trade,Specialty Stores
OTC:ALVRQ,ALVRQ,0.0000,-99.00%,-0.0001,-99.00%,0.00%,0.00%,-99.00%,0.00%,-95.65%,-100.00%,-100.00%,100,,Electronic Technology,Computer Communications
NYSE:ATH/PD,ATH/PD,18.0600,0.06%,0.0100,0.67%,-1.58%,7.24%,7.18%,-1.85%,-8.04%,-31.69%,-28.42%,"10,871",,Finance,Life/Health Insurance
NASDAQ:ICON,ICON,1.7427,1.91%,0.0327,-5.29%,-19.32%,-40.11%,-16.62%,-98.04%,-98.11%,-98.85%,-98.85%,"5,217",,Transportation,Marine Shipping
NASDAQ:OXLCP,OXLCP,24.4200,0.16%,0.0400,-0.16%,0.12%,0.52%,1.03%,1.54%,1.33%,6.54%,-1.13%,"10,169",,Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:HKPD,HKPD,1.4600,-14.62%,-0.2500,20.66%,-2.67%,12.31%,48.98%,-58.29%,-58.29%,-58.29%,-58.29%,"188,486",,Transportation,Air Freight/Couriers
OTC:ASFH,ASFH,0.7700,-1.28%,-0.0100,-1.28%,-27.36%,-40.77%,-17.65%,-38.40%,-20.62%,-35.83%,-35.83%,100,,Commercial Services,Miscellaneous Commercial Services
NASDAQ:VIASP,VIASP,25.4800,-0.53%,-0.1349,-0.27%,-0.74%,0.91%,9.31%,10.40%,23.09%,14.00%,3.79%,607,,Utilities,Electric Utilities
NYSE:EP/PC,EP/PC,49.7500,0.28%,0.1400,0.75%,0.44%,2.30%,2.29%,3.88%,2.79%,3.65%,-0.50%,456,,Finance,Finance/Rental/Leasing
OTC:FFUCF,FFUCF,0.0647,1.60%,0.0010,-4.39%,-13.91%,0.81%,9.51%,6471900.00%,6471900.00%,6471900.00%,6471900.00%,"12,990",,Non-Energy Minerals,Other Metals/Minerals
OTC:AFSIB,AFSIB,14.3200,-1.24%,-0.1800,2.43%,-11.11%,0.85%,9.56%,6.47%,0.85%,-7.67%,-42.47%,"1,000",,Finance,Multi-Line Insurance
NYSE:ECCU,ECCU,25.2999,0.76%,0.1899,-0.00%,0.08%,1.97%,4.33%,2.02%,2.47%,2.47%,2.47%,"1,589",,Miscellaneous,Investment Trusts/Mutual Funds
OTC:GLCC,GLCC,0.0000,0.00%,0.0000,0.00%,0.00%,0.00%,-90.00%,0.00%,-90.00%,-99.00%,-100.00%,"45,000",,Retail Trade,Food Retail
OTC:CNLTN,CNLTN,33.6350,-2.20%,-0.7550,-1.52%,0.92%,2.39%,2.86%,-0.78%,-6.05%,-33.40%,-9.09%,200,,Utilities,Electric Utilities
OTC:CHWWQ,CHWWQ,0.0000,-99.00%,-0.0001,-99.00%,-99.00%,-99.99%,-99.00%,-99.00%,-100.00%,-100.00%,-100.00%,"112,708",,Finance,Finance/Rental/Leasing
OTC:WELPM,WELPM,122.9100,11.74%,12.9100,11.74%,12.76%,13.81%,11.74%,8.77%,15.95%,-10.45%,53.64%,583,,Utilities,Electric Utilities
OTC:WRMA,WRMA,0.0040,53.85%,0.0014,53.85%,-9.09%,25.00%,300.00%,60.00%,66.67%,90.48%,-99.02%,"397,145",,Electronic Technology,Telecommunications Equipment
NASDAQ:OXLCL,OXLCL,23.7310,0.13%,0.0310,-0.08%,-0.08%,0.13%,3.02%,1.18%,-1.94%,-5.08%,-5.08%,610,,Miscellaneous,Investment Trusts/Mutual Funds
OTC:PSBXP,PSBXP,10.2900,0.00%,0.0000,-3.83%,-6.45%,-10.44%,-14.25%,-21.75%,-23.78%,-61.90%,-58.92%,"12,024",,Finance,Real Estate Investment Trusts
NASDAQ:TMUSL,TMUSL,25.0245,0.02%,0.0045,0.50%,0.86%,-0.30%,-0.30%,-0.30%,-0.30%,-0.30%,-0.30%,"7,729",,Communications,Wireless Telecommunications
OTC:NMPWP,NMPWP,57.1500,0.00%,0.0000,,0.26%,3.91%,2.04%,0.25%,-7.82%,-25.78%,22.90%,504,,Utilities,Alternative Power Generation
NYSE:GJR,GJR,24.9700,0.00%,0.0000,1.50%,0.82%,-1.07%,1.18%,0.85%,0.40%,10.98%,1.92%,"4,493",,Finance,Finance/Rental/Leasing
OTC:FXRVF,FXRVF,0.3476,15.87%,0.0476,15.87%,5.33%,-17.24%,-9.46%,-0.69%,25.71%,502.43%,1330.45%,500,,Non-Energy Minerals,Other Metals/Minerals
OTC:UVSS,UVSS,0.0000,-99.00%,-0.0001,-99.00%,-99.00%,-99.00%,-99.00%,-99.00%,0.00%,-99.83%,-100.00%,"1,125,200",,Industrial Services,Environmental Services
NYSE:SEAL/PA,SEAL/PA,25.5800,0.87%,0.2200,0.31%,-1.35%,-0.16%,2.20%,1.47%,-0.74%,2.01%,3.77%,"6,398",,Transportation,Marine Shipping
NASDAQ:HCHL,HCHL,3.8900,3.18%,0.1200,14.08%,18.60%,-18.96%,-42.37%,-42.37%,-42.37%,-42.37%,-42.37%,"61,643",,Consumer Services,Restaurants
OTC:FITSF,FITSF,0.0111,0.00%,0.0000,0.00%,1109900.00%,0.00%,-72.25%,-94.48%,-94.94%,-99.96%,-100.00%,102,,Consumer Non-Durables,Beverages: Non-Alcoholic
NYSE:ATH/PE,ATH/PE,25.8500,0.12%,0.0300,-0.58%,-0.81%,-1.30%,1.37%,-0.77%,-2.49%,2.38%,2.38%,"19,343",,Finance,Life/Health Insurance
